Nome: SAO PAULO(MIR.de SANTANA)
Codigo Estacao: 83781
Latitude: -23.49638888
Longitude: -46.61999999
Altitude: 785.16
Situacao: Operante
Data Inicial: 2010-01-01
Data Final: 2025-05-25
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;CH (NUVENS ALTAS)(codigo);CL (NUVENS BAIXAS)(codigo);CM (NUVENS MEDIAS)(codigo);NEBULOSIDADE, HORARIA(décimos);PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO AR - BULBO UMIDO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);VISIBILIDADE, HORARIA(codigo)
2017-10-09;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
2017-10-10;0000;0;5;3;8;0;924.3;1011.8;25.8;20.9;18.2;63;14;3.6;50
2017-10-10;1200;5;6;1;5;0;925.4;1012.8;26.4;21;18.3;61;23;1.6;60
2017-10-10;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
2017-10-11;0000;-1;5;-1;10;3;926.8;1014.8;21.8;19.3;18;79;9;1.6;50
2017-10-11;1200;0;1;0;2;0;925.2;1012.9;26.8;21.8;19.2;63;5;2.8;60
2017-10-11;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
2017-10-12;0000;0;5;0;9;32;925.4;1017;23.4;20.1;18.5;74;0;0;50
2017-10-12;1200;2;1;1;5;0;925.4;1013.1;25.8;21.1;18.7;65;36;2;70
2017-10-12;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
2017-10-13;0000;-1;5;-1;10;0;926.5;1014.7;21.6;19.6;18.4;83;14;4;50
2017-10-13;1200;0;6;1;6;0;925.4;1013.3;25.4;21.1;18.6;66;14;1;60
2017-10-13;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
2017-10-14;0000;-1;5;-1;10;10;922.7;1009.9;26;21.8;19.6;68;18;2.1;50
2017-10-14;1200;0;5;3;8;.8;924.5;1011.9;25.2;21.1;19.1;69;5;1.3;50
2017-10-14;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
2017-10-15;0000;-1;7;-1;10;0;927.1;1015.4;19.8;18.5;17.2;85;14;5;50
2017-10-15;1200;-1;5;-1;10;0;929.8;1019.1;17.8;15.8;14.5;81;14;4;70
2017-10-15;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
2017-10-16;0000;-1;7;-1;10;0;931.8;1021.6;16.5;15;14;85;14;3.3;20
2017-10-16;1200;-1;5;-1;10;0;932.4;1021.7;19.6;15.8;12.8;65;18;5;70
2017-10-16;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
2017-10-17;0000;-1;5;-1;10;0;931.2;1020.5;18.4;16.8;15.3;82;14;4;50
2017-10-17;1200;-1;5;-1;10;0;931.8;1021.2;19.8;17;15.4;76;23;4;50
2017-10-17;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
2017-10-18;0000;0;5;3;6;0;929.2;1018.2;20.4;18.4;17.4;83;18;2.3;10
2017-10-18;1200;1;1;1;3;0;929.1;1017.7;23.2;18.9;16.5;66;18;1.6;60
2017-10-18;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
2017-10-19;0000;0;1;0;3;0;925.6;1013.3;27;18.3;13;42;5;2.6;50
2017-10-19;1200;1;6;1;3;0;925.4;1012.6;26.9;18.8;14;45;27;1.6;70
2017-10-19;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
2017-10-20;0000;0;5;1;6;0;926.2;1011.2;22.5;21.3;17.8;89;14;5;50
2017-10-20;1200;-1;5;-1;10;0;927.4;1015.9;20.1;17.7;16.3;79;18;5;60
2017-10-20;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
2017-10-21;0000;-1;7;-1;10;.2;927.7;1016.6;19.4;18.1;17.2;87;14;3;20
2017-10-21;1200;-1;5;-1;10;.6;927.5;1016.3;21.5;18.7;17.4;77;18;2.3;60
2017-10-21;1800;null;null;null;null;null;null;null;null;null;null;null;null;null;null
2017-10-22;0000;-1;5;-1;10;0;925;1013.1;23.5;19.5;17.2;68;27;1.6;50
2017-10-22;1200;-1;7;-1;10;.1;927.6;1016.1;20;18.1;17;83;32;4.1;10
2017-10-22;1800;-1;7;-1;10;1.6;925.7;1014.1;20.1;18.3;17.3;84;32;1.6;10
2017-10-23;0000;-1;5;-1;10;2.4;926.8;1015.6;19.7;18.3;17.3;87;27;.8;50
2017-10-23;1200;-1;7;-1;10;.1;929.6;1019;17;15;13.7;81;14;4.5;60
2017-10-23;1800;-1;5;-1;10;0;928.2;1017.4;16.7;14.7;13.6;81;14;3.3;60
2017-10-24;0000;-1;5;-1;10;0;929.9;1019.8;14.4;12.7;11.4;82;14;3.6;50
2017-10-24;1200;-1;5;-1;10;0;929;1018.6;19;16;14.1;73;14;4.1;70
2017-10-24;1800;-1;5;-1;10;0;927.3;1016.6;20.9;17.8;15.9;73;14;3.5;70
2017-10-25;0000;-1;5;-1;10;0;928.9;1027.8;17.4;15.7;14.7;84;9;2.6;20
2017-10-25;1200;-1;5;-1;10;0;927.7;1016.6;20.6;18.3;17;80;5;3;50
2017-10-25;1800;-1;5;-1;10;0;922.8;1010.5;30.1;22.7;18.9;51;14;1.6;50
2017-10-26;0000;0;5;1;8;0;924.4;1012.8;20.3;18.7;18.1;87;18;1.6;50
2017-10-26;1200;1;5;3;9;32.8;924.3;1012.8;19.8;17.6;16.4;81;18;1.6;60
2017-10-26;1800;-1;5;-1;10;0;922.2;1010;25.4;19.8;17.1;60;36;4.1;70
2017-10-27;0000;0;0;3;8;2.2;922;1010.5;20;18.3;17.4;85;0;0;50
2017-10-27;1200;-1;5;-1;10;0;922.5;1010.7;20.6;18.3;17;80;0;0;50
2017-10-27;1800;-1;7;-1;10;1.8;920.1;1007.4;25;21;16.7;69;23;5;20
2017-10-28;0000;-1;5;-1;10;1.6;922;1009.9;23.6;17.1;13.2;52;14;4.1;20
2017-10-28;1200;-1;7;-1;10;0;920;1007.7;21.8;18.1;15.9;69;14;.4;70
2017-10-28;1800;-1;7;-1;10;0;919;1007.3;27.1;20.1;16.4;52;14;.4;70
2017-10-29;0000;0;2;7;4;0;922.1;1009.9;24.4;20.8;18.8;72;14;.1;50
2017-10-29;1200;-1;7;-1;10;0;924.9;1013;21;18.5;17.2;79;14;1.6;50
2017-10-29;1800;-1;7;-1;10;0;923.1;1010.5;24.8;20.1;14;51;14;2.1;70
2017-10-30;0000;-1;7;-1;10;0;923.5;1011.5;20;18.5;17.8;87;14;1.6;50
2017-10-30;1200;-1;5;-1;10;1.3;921.7;1010.1;19.5;19.3;19.2;98;14;2.3;20
2017-10-30;1800;-1;7;-1;10;0;919.7;1007.8;21.5;19.3;17.1;81;23;3.3;20
2017-10-31;0000;0;7;0;2;0;918.8;1006.7;21.2;19.5;18.6;85;5;1;50
2017-10-31;1200;-1;5;-1;10;7;922.1;1010.3;20.2;17.6;16;77;23;3.3;60
2017-10-31;1800;-1;5;-1;10;0;922.6;1010.9;21.5;18.2;16.2;72;14;3.6;70
2017-11-01;0000;-1;5;-1;10;0;925.4;1014.2;17.5;15.5;14.2;81;18;2.3;50
2017-11-01;1200;-1;5;-1;10;0;928.2;1016.9;18.8;15.1;12.3;68;14;4.1;60
2017-11-01;1800;7;2;7;8;0;926.6;1015.1;22;16.3;12;53;14;4.6;70
2017-11-02;0000;-1;7;-1;10;0;927.8;1016;16.4;13.1;10.7;69;14;4.1;50
2017-11-02;1200;1;0;1;4;0;930;1019.4;19.6;15;11.9;61;18;5;70
2017-11-02;1800;1;1;1;6;0;927.1;1015.8;25.3;19;15.3;54;14;2.6;70
2017-11-03;0000;0;5;0;9;0;927.3;1016.4;17.5;15.3;13.8;79;9;3.3;50
2017-11-03;1200;1;0;1;5;0;926.5;1015.3;21.9;17.8;15.3;66;5;2.6;70
2017-11-03;1800;1;2;1;8;0;921.6;1008.8;31.3;20.4;14;35;36;2.3;70
2017-11-04;0000;-1;5;-1;10;0;923.1;1010.8;24.8;20.8;18.7;69;23;1.6;50
2017-11-04;1200;-1;5;-1;10;0;921.8;1009.3;24.6;19.8;17.8;70;5;3.3;70
2017-11-04;1800;0;5;3;9;0;919.6;1006.5;29.4;21.7;17.9;50;32;3.3;70
2017-11-05;0000;-1;7;-1;10;25;921.7;1009.7;19.5;18.8;18.3;93;36;5;10
2017-11-05;1200;-1;7;-1;10;1.4;927.6;1016.5;20;17.7;16.4;80;23;3;70
2017-11-05;1800;-1;5;-1;10;0;925.7;1014.3;18.2;17.3;16.7;91;23;3;50
2017-11-06;0000;-1;5;-1;10;0;926.3;1014.5;17.8;16.5;15.6;87;23;3;50
2017-11-06;1200;-1;7;-1;10;0;928.6;1018.1;17.4;15.9;14.5;83;14;3;60
2017-11-06;1800;-1;7;-1;10;0;926.6;1015.7;18.2;15.9;12.1;78;14;3;50
2017-11-07;0000;-1;5;-1;10;0;927;1016.4;16.4;14.5;13.1;81;14;3;50
2017-11-07;1200;0;5;2;10;0;926.7;1015.9;19.8;14.8;11;57;23;3.3;70
2017-11-07;1800;-1;5;-1;10;0;925.2;1014.2;20.9;17.2;15;69;18;2.5;60
2017-11-08;0000;-1;5;-1;10;0;925.6;1014.6;17.2;15.4;14.7;83;14;3.3;50
2017-11-08;1200;7;2;7;8;0;928.5;1017.8;18.8;16.1;14.5;76;5;4.6;60
2017-11-08;1800;-1;7;-1;10;0;923;1017.2;25;19.5;11;59;14;3.3;60
2017-11-09;0000;-1;5;-1;10;0;923.7;1012.5;18.5;17.3;16.5;88;14;1.6;50
2017-11-09;1200;-1;5;-1;10;0;925.1;1013.7;21.3;18.4;16.7;76;9;2.1;20
2017-11-09;1800;0;5;2;9;4;921.3;1009.2;20.3;22.2;21;77;18;1;70
2017-11-10;0000;-1;5;-1;10;.2;923.3;1011.6;20.4;19.2;18.5;89;23;.8;10
2017-11-10;1200;7;6;7;6;0;922.7;1010.4;23.5;19.5;19.2;68;32;1.6;70
2017-11-10;1800;-1;7;-1;10;0;917.7;1004.6;28.3;20.7;16.6;49;32;3.6;70
2017-11-11;0000;-1;5;-1;10;5.6;922.2;1009.7;24.8;21.3;19.4;72;9;5.3;50
2017-11-11;1200;-1;7;-1;10;10.8;919.7;1007.3;19.8;18;17;84;18;3.3;70
2017-11-11;1800;-1;7;-1;10;0;919.3;1007.3;18.3;16.8;16;86;23;3.6;60
2017-11-12;0000;0;0;0;0;0;920.3;1008.7;16.8;13.7;11.3;70;9;1.3;50
2017-11-12;1200;0;0;0;0;0;920.2;1008.5;19.4;15;11.9;62;32;1.6;70
2017-11-12;1800;0;2;0;1;0;919.5;1007.1;27.9;16.3;7.2;27;32;1.6;70
2017-11-13;0000;0;0;0;0;0;919.3;1006.9;24.2;15.5;8.2;36;32;1.6;50
2017-11-13;1200;7;2;7;6;0;924;1012.1;19.6;15.5;12.8;65;18;2;70
2017-11-13;1800;0;2;7;4;0;922.6;1010.5;25.7;18.5;14.6;49;14;4.6;60
2017-11-14;0000;0;2;0;3;0;924.6;1013.4;18;15.7;15.1;79;14;3;50
2017-11-14;1200;0;0;0;0;0;926.7;1015.6;21.1;15.2;10.9;50;9;3.3;70
2017-11-14;1800;0;0;0;0;0;924.1;1012.4;26.3;18.1;13.1;43;14;3.3;70
2017-11-15;0000;0;0;0;0;0;925.9;1014.7;17.9;15.3;13.6;75;14;3.3;50
2017-11-15;1200;0;0;0;0;0;928.3;1017.3;20.7;16.3;13.8;65;14;1.6;60
2017-11-15;1800;0;2;7;6;0;921.8;1009.2;31.9;20.7;14.1;34;32;2.5;70
2017-11-16;0000;0;2;7;5;0;923.6;1011;27.3;21.3;18.3;58;0;0;50
2017-11-16;1200;0;0;5;3;0;925.6;1012.8;27.9;20.5;16.6;50;27;2.5;70
2017-11-16;1800;1;2;0;7;0;921.6;1008.4;30.7;20.9;15.6;40;32;5;70
2017-11-17;0000;-1;5;-1;10;0;923.5;1010.9;23.5;18.2;16;59;18;1.3;50
2017-11-17;1200;-1;5;-1;10;4.8;923.4;1011.2;22.4;19.5;18;76;36;2.5;70
2017-11-17;1800;-1;5;-1;10;0;919.5;1006.7;28.4;20.8;17;50;27;3.3;70
2017-11-18;0000;-1;7;-1;10;12.6;922.9;1010.9;20;18.4;17.6;86;32;3;20
2017-11-18;1200;7;2;7;7;0;920.3;1007.9;25;20.3;18;65;14;1.6;60
2017-11-18;1800;-1;7;-1;10;0;922.1;1009.8;29.7;22.3;18.5;51;32;4.3;70
2017-11-19;0000;-1;5;-1;10;15;920.3;1009.9;19.8;19.3;19;95;9;1.6;50
2017-11-19;1200;-1;5;-1;10;7;921.4;1010.2;22.6;20.4;19.4;82;36;3.3;50
2017-11-19;1800;-1;5;-1;10;2.4;920.3;1008.2;22.4;19.7;18.4;78;18;4;60
2017-11-20;0000;-1;5;-1;10;0;923.1;1011.2;20.2;18.6;17.8;86;14;3.3;50
2017-11-20;1200;-1;5;-1;10;.6;924;1008.5;20.5;19;18.1;86;9;3;70
2017-11-20;1800;-1;5;-1;10;2;923.6;1011.7;21.8;20.1;19.2;86;14;1.6;50
2017-11-21;0000;-1;5;-1;10;4.6;923.9;1012.4;19;17.7;16.8;87;14;3.3;50
2017-11-21;1200;-1;5;-1;10;0;923.6;1011.9;21.9;19.6;18.5;80;5;1.3;20
2017-11-21;1800;-1;5;-1;10;0;918.6;1005.9;28.7;22.6;19.6;57;36;4.1;70
2017-11-22;0000;-1;7;-1;10;3;920.6;1008.4;21.7;20.3;19.4;88;36;2;10
2017-11-22;1200;-1;5;-1;10;25;919.3;1003.9;21.8;20.7;20.3;91;14;1.6;60
2017-11-22;1800;-1;5;-1;10;.8;920.3;1007.9;20.2;18.1;17;81;23;5;70
2017-11-23;0000;-1;5;-1;10;0;922.9;1011.5;17.6;16;13.5;85;14;2.5;50
2017-11-23;1200;-1;5;-1;10;0;925.6;1014.7;18.4;15.8;14.1;76;9;3;70
2017-11-23;1800;-1;5;-1;10;0;924.1;1011.2;20.4;17.8;16.2;77;14;3.3;50
2017-11-24;0000;-1;5;-1;10;0;924.7;1013.6;18.4;16.7;15.6;84;14;2.5;50
2017-11-24;1200;-1;7;-1;10;0;927.2;1016.3;19;17.3;16.2;84;9;2.5;20
2017-11-24;1800;7;2;7;7;0;927.3;1015.3;29.3;20.7;15.8;44;9;2.5;70
2017-11-25;0000;0;0;0;0;0;926.1;1014.6;23;15.6;10.1;44;18;1.6;50
2017-11-25;1200;2;6;1;4;0;925.8;1013.7;25.1;20.8;18.5;66;14;3;60
2017-11-25;1800;1;2;1;8;0;922.6;1009.5;31.1;20.5;14.7;37;32;3;70
2017-11-26;0000;-1;5;-1;10;0;923.1;1010.6;23.4;20.4;18.9;76;18;1.3;10
2017-11-26;1200;-1;7;-1;10;7.8;922.4;1010.2;21.5;19.5;18.5;83;32;1.6;70
2017-11-26;1800;7;2;7;7;0;920.5;1008;25.6;20.5;17.8;62;36;4.1;70
2017-11-27;0000;7;2;7;6;0;922.1;1009.9;23.2;20.3;18.9;77;14;3.3;50
2017-11-27;1200;-1;7;-1;10;26;924.9;1013;22.2;20.3;19;82;5;2.5;70
2017-11-27;1800;-1;7;-1;10;0;923.6;1011.3;25.8;21.5;19.2;68;14;1.8;50
2017-11-28;0000;-1;7;-1;10;1.2;925.4;1013.5;21.5;20.3;19.6;89;23;1.8;50
2017-11-28;1200;-1;5;-1;10;0;928.5;1016.3;21.4;19.4;18.4;83;14;3.8;60
2017-11-28;1800;-1;5;-1;10;0;926.4;1014.7;23.5;19.5;17.3;68;14;4;60
2017-11-29;0000;-1;7;-1;10;0;923.9;1011.1;22;16.1;19.9;88;14;2.6;96
2017-11-29;1200;8;2;4;8;0;926.8;1015.7;19.8;16.8;15;74;14;3;70
2017-11-29;1800;7;2;7;4;0;923.6;1011.7;26;19.1;15.4;52;14;3.3;70
2017-11-30;0000;-1;7;-1;10;0;924.1;1012.8;18;15.3;13.5;75;14;5;50
2017-11-30;1200;1;5;1;9;0;923.1;1011.7;20.1;16.7;14.5;70;9;4.3;60
2017-11-30;1800;-1;5;-1;10;0;920.6;1008.6;24.3;19.3;16.3;61;14;3.3;50
2017-12-01;0000;0;5;2;7;0;921.5;1010;18.4;16.2;14.9;80;9;3;50
2017-12-01;1200;-1;7;-1;10;0;922.7;1011.2;20.8;18.1;16.6;77;14;2.5;70
2017-12-01;1800;-1;7;-1;10;0;921.3;1008.7;24;19.7;17.5;67;14;4.6;50
2017-12-02;0000;-1;7;-1;10;0;922.8;1011.2;19.7;18.1;17.3;86;18;2.6;50
2017-12-02;1200;0;5;2;9;0;924;1012.1;22.6;18.6;16.4;68;14;3.3;70
2017-12-02;1800;-1;5;-1;10;0;922.3;1010.4;23;19.5;17.7;72;14;4.1;70
2017-12-03;0000;-1;5;-1;10;0;923.5;1012;20;18.3;17.4;85;14;3.6;50
2017-12-03;1200;7;2;7;8;0;922.7;1010.8;21.8;18.7;17.2;75;14;3.3;70
2017-12-03;1800;-1;7;-1;10;0;920.1;1007.4;27;21.9;19.1;62;14;3;50
2017-12-04;0000;-1;7;-1;10;0;921.3;1009.2;20.8;19.1;18.4;86;14;2.6;50
2017-12-04;1200;-1;7;-1;10;0;922.3;1010.3;22.5;20.1;18.3;80;9;2.6;50
2017-12-04;1800;0;2;7;6;0;920.2;1008.8;28.3;22.8;20;61;14;4.1;20
2017-12-05;0000;-1;7;-1;10;0;922.5;1010.4;22;19.9;19.8;82;14;2.5;50
2017-12-05;1200;0;1;2;8;0;925.4;1012.9;25.5;20.4;17.7;69;9;2.5;60
2017-12-05;1800;-1;5;-1;10;0;924.3;1012;27.2;21.6;18.8;60;14;2.3;50
2017-12-06;0000;-1;5;-1;10;0;925.4;1013.2;22;19.4;18;78;14;3.6;50
2017-12-06;1200;5;5;3;8;0;925.1;1013.2;22.7;19.4;17.7;73;9;3;70
2017-12-06;1800;0;5;3;8;0;923;1010.6;27.5;22.2;19.6;62;23;4.1;70
2017-12-07;0000;-1;7;-1;10;0;923.6;1011.7;20.8;18.5;17.4;81;14;2.5;50
2017-12-07;1200;-1;-1;-1;5;0;921.6;1009.4;24.3;20.7;18.9;71;36;2.5;60
2017-12-07;1800;-1;-1;-1;5;0;919;1005.4;26.9;22.6;20.7;68;36;2.5;70
2017-12-08;0000;-1;4;-1;5;5.8;919.1;1006.5;21.8;20.6;20.1;90;18;.8;10
2017-12-08;1200;-1;5;-1;10;2.4;918.9;1006.5;22;20.7;20.1;89;9;1.8;10
2017-12-08;1800;-1;7;-1;10;11;918.2;1005.8;22.4;21.7;21.4;94;18;2.6;20
2017-12-09;0000;-1;5;-1;10;0;919.4;1007.2;20.2;19.1;18.5;90;9;1.6;50
2017-12-09;1200;-1;7;-1;10;0;920.8;1008.7;21.2;18.7;17.4;79;14;3.3;60
2017-12-09;1800;7;2;7;8;0;919;1006.4;27.1;20.7;17;54;5;3.3;70
2017-12-10;0000;0;2;7;3;0;918.9;1006.7;21.5;19.3;18.1;81;14;3.3;50
2017-12-10;1200;4;6;1;7;0;918.6;1006.1;23.6;18.9;16.1;63;9;.8;60
2017-12-10;1800;0;2;0;8;0;915.8;1002.7;29.8;20;14.4;39;23;2.8;70
2017-12-11;0000;0;0;0;0;6;917.6;1004.9;22.1;20.4;19.6;86;18;.8;50
2017-12-11;1200;0;2;0;1;0;918.5;1005.6;24.2;19.2;16.5;62;23;1.6;50
2017-12-11;1800;-1;7;-1;10;0;918.1;1005.5;23.6;20.3;18.5;74;18;6.3;50
2017-12-12;0000;-1;7;-1;10;0;922.1;1009.9;21;18.7;17.6;81;14;4.6;50
2017-12-12;1200;-1;5;-1;10;0;926.1;1014.9;17.9;16.1;15;83;18;3.3;50
2017-12-12;1800;-1;5;-1;10;0;926.2;1014.9;20.7;17.8;15.6;74;18;3.3;50
2017-12-13;0000;-1;5;-1;10;0;927.1;1016.3;18;16.1;14.9;82;14;3.3;50
2017-12-13;1200;-1;5;-1;10;0;928.1;1017.4;18.5;16.3;14.8;79;9;3.3;60
2017-12-13;1800;0;1;1;7;0;926.7;1014.8;26.9;20.4;17.1;55;9;2.5;70
2017-12-14;0000;-1;5;-1;10;0;927.5;1016.5;20.1;18.1;16.9;82;23;3.3;50
2017-12-14;1200;0;2;0;3;0;927.1;1015.7;22.2;19.1;17.6;75;5;1.6;60
2017-12-14;1800;7;2;7;6;0;924.5;1011.8;29.9;19.8;13.6;37;23;.8;60
2017-12-15;0000;0;0;0;0;0;924.9;1012.9;24;18.3;15;57;14;2.5;50
2017-12-15;1200;5;1;1;7;0;925.2;1012.7;26.9;21;18.2;59;32;3;70
2017-12-15;1800;6;6;1;9;0;922.4;1009.8;28.2;22.6;20;61;23;3.3;60
2017-12-16;0000;0;0;0;0;0;923.9;1011.4;23;19.9;18.3;75;23;1.6;50
2017-12-16;1200;5;6;1;7;0;925;1012.6;27.5;20.6;17.1;53;9;1.1;60
2017-12-16;1800;-1;7;-1;10;2.2;923.2;1010.8;26.7;21;18;59;9;1.6;60
2017-12-17;0000;0;0;0;0;.1;923.9;1011.2;24.1;19.6;17.1;65;18;.8;50
2017-12-17;1200;0;0;0;0;0;925.3;1012.9;26;19.9;16.3;55;32;2.5;70
2017-12-17;1800;7;2;7;6;0;924.2;1010.9;31.9;21.5;15.9;38;5;3;70
2017-12-18;0000;0;6;5;5;0;923.7;1011.5;28.9;22.7;20.1;58;14;1.8;50
2017-12-18;1200;7;5;7;6;10.4;927.6;1015.1;24.6;20.3;18.1;67;23;2;70
2017-12-18;1800;-1;7;-1;10;0;926.6;1014.4;26.3;22.1;19.5;68;14;4.6;70
2017-12-19;0000;-1;7;-1;10;0;927;1015.1;22.6;20.3;19.2;81;14;1.6;50
2017-12-19;1200;-1;5;-1;10;0;928.8;1017.3;22.8;20;18.6;77;18;2;60
2017-12-19;1800;5;6;1;8;0;926.5;1014.3;27.7;22.8;21.7;70;14;5.8;20
2017-12-20;0000;-1;5;-1;10;0;927.3;1015.5;22.8;20.4;19.4;81;14;2.3;50
2017-12-20;1200;-1;7;-1;10;0;925.8;1013.9;23.4;20.4;18.9;76;14;2.1;50
2017-12-20;1800;-1;7;-1;10;0;922.9;1009.9;29.9;22.1;18.3;50;32;3.3;60
2017-12-21;0000;-1;5;-1;10;15;924;1012.1;20.8;20.1;19.8;94;32;1.6;20
2017-12-21;1200;-1;7;-1;10;15.2;924.7;1013.1;21.2;20.1;19.5;90;0;0;5
2017-12-21;1800;-1;7;-1;10;7.7;924.7;1013.1;20.7;19.8;19.4;92;32;2.5;20
2017-12-22;0000;-1;5;-1;10;0;924;1012.3;20.9;19.3;19.5;86;32;.3;50
2017-12-22;1200;-1;7;-1;10;.5;924.7;1013.1;21.3;19.8;19;87;32;2;50
2017-12-22;1800;-1;7;-1;10;1.8;923.6;1011.6;21.4;19.7;19.1;87;32;3.6;70
2017-12-23;0000;-1;7;-1;10;0;922.9;1010.9;22.2;20.3;19.4;84;27;2.5;50
2017-12-23;1200;1;1;5;6;0;924.6;1012.5;25;20.9;18.7;68;32;5;70
2017-12-23;1800;-1;5;-1;10;0;922.5;1010;27;21.8;19.1;62;32;4.1;70
2017-12-24;0000;-1;5;-1;10;0;922.4;1010.7;23.6;20.3;18.7;72;36;1.6;50
2017-12-24;1200;0;5;3;9;0;922.4;1009.8;25.8;21;18.6;65;36;3.3;70
2017-12-24;1800;-1;5;-1;10;0;921;1009.5;28.1;22.1;19.1;58;32;3;70
2017-12-25;0000;-1;5;-1;10;0;921.9;1009.2;24.6;21;19.2;72;0;0;50
2017-12-25;1200;-1;5;-1;10;0;923.6;1011.2;24.4;21.4;19.7;76;36;1.6;70
2017-12-25;1800;-1;7;-1;10;5.4;922.2;1009.9;23.2;22.2;21.6;91;23;5;70
2017-12-26;0000;-1;7;-1;10;27.8;924.2;1012.2;20.8;20;19.6;93;14;3.3;5
2017-12-26;1200;-1;5;-1;10;0;925.7;1014;22.7;20.7;20;84;36;1.3;60
2017-12-26;1800;-1;7;-1;10;7.3;924.1;1012.1;24.3;22.5;21.8;86;14;2.8;10
2017-12-27;0000;-1;5;-1;10;3.2;925.7;1013.6;22.1;20.8;20;88;18;2.3;50
2017-12-27;1200;2;5;2;9;0;926.4;1014.4;24.9;21.7;20.4;76;27;1.3;60
2017-12-27;1800;2;5;3;9;1.2;924.1;1012.3;26.3;22.8;21.3;74;18;3.3;70
2017-12-28;0000;-1;5;-1;10;0;924.6;1014.1;23;20.8;20;82;14;2.1;50
2017-12-28;1200;-1;5;-1;10;0;924.9;1012.9;23.4;21.1;20.1;82;9;1.6;20
2017-12-28;1800;-1;7;-1;10;3;924.2;1011.8;26.2;21.7;19.3;66;23;2.5;70
2017-12-29;0000;-1;7;-1;10;0;923.9;1011.1;22.7;20.7;19.9;84;14;2.5;50
2017-12-29;1200;-1;5;-1;10;2.7;923.6;1011.6;19.6;18.5;17.9;90;36;2.5;60
2017-12-29;1800;-1;5;-1;10;1;922.2;1010.1;24.2;21.6;20.5;80;32;2.5;50
2017-12-30;0000;-1;5;-1;10;0;920.9;1008.8;23;21.7;21.1;89;9;1.6;50
2017-12-30;1200;-1;5;-1;10;14.1;921.2;1009;20.8;19.5;18.7;88;5;3.3;70
2017-12-30;1800;-1;5;-1;10;0;920;1007.6;24;20.9;19.3;75;32;4.6;70
2017-12-31;0000;-1;5;-1;10;.5;919.1;1006.8;21.2;19.8;18.9;87;32;4.6;50
2017-12-31;1200;-1;5;-1;10;7;921.8;1009.8;21.4;19.7;18.9;86;32;4.6;20
2017-12-31;1800;-1;5;-1;10;26;922;1009.7;24.4;21.7;20.5;79;5;5;60
2018-01-01;0000;-1;5;-1;10;0;921.2;1009.1;22;19.8;18.6;81;36;4.6;50
2018-01-01;1200;-1;7;-1;10;0;923.1;1011.1;22.5;20.3;19.3;82;5;3.3;70
2018-01-01;1800;0;2;7;6;0;920.9;1008.1;27.7;21.9;19;59;5;4.6;70
2018-01-02;0000;0;7;0;3;0;920.9;1008.3;25.4;22.1;20.6;75;0;0;50
2018-01-02;1200;-1;5;-1;10;0;920;1007.2;23.2;20.6;19.4;79;32;5;70
2018-01-02;1800;5;5;2;8;.6;922.4;1009.3;26.3;22.1;20.2;69;32;4.5;70
2018-01-03;0000;0;5;3;8;.6;918.2;1005.4;23.4;21.2;20.3;83;32;3.3;50
2018-01-03;1200;-1;5;-1;10;1;919.9;1007.4;21.2;20.3;19.8;92;5;2.5;50
2018-01-03;1800;-1;7;-1;10;.7;918.4;1005.5;25.6;21.6;19.7;70;27;2.3;50
2018-01-04;0000;-1;7;-1;10;11.4;921.5;1009.6;20.3;19.7;19.3;94;14;2.5;50
2018-01-04;1200;1;2;2;6;0;924.8;1013;23.8;16.9;13;48;9;4.5;70
2018-01-04;1800;6;1;2;8;0;923.3;1010.9;27.9;18.6;12.8;39;9;3;70
2018-01-05;0000;0;0;0;0;0;925;1013.1;21;16.3;13.2;61;23;4.1;50
2018-01-05;1200;8;1;1;7;0;925.1;1013.1;24.1;19.9;17.6;67;9;3.3;70
2018-01-05;1800;1;2;1;7;0;921.6;1009.3;27.2;22;19.3;62;14;4;70
2018-01-06;0000;0;1;8;6;0;925.1;1013.1;21.6;19.3;18;80;14;2;10
2018-01-06;1200;-1;5;-1;10;0;924.8;1012.9;23.7;20.5;18.9;74;32;1;70
2018-01-06;1800;-1;5;-1;10;0;922.1;1010.5;27.4;22;20.3;65;27;1.1;70
